year,month,area,uf,className,numPol
2019/2020,8,1.57,AC,DESMATAMENTO_VEG,15
2015/2016,5,3.94,RO,DESMATAMENTO_VEG,23
2019/2020,8,7.56,AM,DESMATAMENTO_VEG,70
2019/2020,8,1.32,AP,DESMATAMENTO_VEG,15
2017/2018,5,39.51,PA,DESMATAMENTO_VEG,93
2019/2020,8,0.18,MA,DESMATAMENTO_VEG,1
2023/2024,7,2.65,AM,DESMATAMENTO_VEG,27
2016/2017,8,0.13,RO,DESMATAMENTO_VEG,1
2019/2020,8,0.48,MT,DESMATAMENTO_VEG,2
2024/2025,7,5.61,AM,DESMATAMENTO_VEG,21
2019/2020,8,14.1,PA,DESMATAMENTO_VEG,66
2016/2017,8,0.78,RR,DESMATAMENTO_VEG,3
2023/2024,7,3.83,AC,DESMATAMENTO_VEG,39
2019/2020,8,6.87,RR,DESMATAMENTO_VEG,16
2015/2016,11,1.96,AC,DESMATAMENTO_VEG,20
2015/2016,8,1.2,RO,DESMATAMENTO_VEG,10
2019/2020,9,0.65,MT,DESMATAMENTO_VEG,2
2016/2017,9,0.35,AM,DESMATAMENTO_VEG,4
2019/2020,9,2.76,PA,DESMATAMENTO_VEG,19
2015/2016,11,0.46,AM,DESMATAMENTO_VEG,4
2019/2020,9,1.47,RO,DESMATAMENTO_VEG,2
2016/2017,9,0.15,AP,DESMATAMENTO_VEG,2
2019/2020,9,8.77,RR,DESMATAMENTO_VEG,11
2023/2024,6,3.55,RO,DESMATAMENTO_VEG,14
2015/2016,11,1.49,MA,DESMATAMENTO_VEG,5
2024/2025,7,1.01,AC,DESMATAMENTO_VEG,9
2017/2018,5,3.17,MT,DESMATAMENTO_VEG,8
2019/2020,10,2.32,PA,DESMATAMENTO_VEG,7
2019/2020,10,0.63,RO,DESMATAMENTO_VEG,2
2023/2024,6,22.76,PA,DESMATAMENTO_VEG,66
2019/2020,10,3.71,RR,DESMATAMENTO_VEG,14
2019/2020,11,1.96,AC,DESMATAMENTO_VEG,7
2019/2020,11,1.93,AM,DESMATAMENTO_VEG,9
2016/2017,9,0.89,PA,DESMATAMENTO_VEG,7
2015/2016,11,3.4,MT,DESMATAMENTO_VEG,13
2019/2020,11,1.06,MT,DESMATAMENTO_VEG,8
2023/2024,6,3.9,MT,DESMATAMENTO_VEG,6
2019/2020,11,1.42,PA,DESMATAMENTO_VEG,11
2019/2020,11,0.46,RO,DESMATAMENTO_VEG,3
2019/2020,11,0.34,RR,DESMATAMENTO_VEG,2
2015/2016,5,28.02,PA,DESMATAMENTO_VEG,83
2019/2020,12,1.47,AM,DESMATAMENTO_VEG,5
2023/2024,6,0.59,MA,DESMATAMENTO_VEG,2
2015/2016,4,35.38,PA,DESMATAMENTO_VEG,28
2019/2020,12,0.41,MT,DESMATAMENTO_VEG,3
2019/2020,12,1.52,PA,DESMATAMENTO_VEG,11
2016/2017,10,0.07,AC,DESMATAMENTO_VEG,1
2023/2024,6,0.07,AP,DESMATAMENTO_VEG,1
2015/2016,8,3.04,RR,DESMATAMENTO_VEG,20
2019/2020,12,0.38,RO,DESMATAMENTO_VEG,2
2019/2020,12,0.26,RR,DESMATAMENTO_VEG,1
2024/2025,6,2.4,RO,DESMATAMENTO_VEG,7
2023/2024,6,5.96,AM,DESMATAMENTO_VEG,40
2019/2020,1,1.87,AC,DESMATAMENTO_VEG,19
2019/2020,1,2.91,AM,DESMATAMENTO_VEG,24
2016/2017,10,0.18,AM,DESMATAMENTO_VEG,1
2017/2018,5,4.72,AM,DESMATAMENTO_VEG,21
2019/2020,1,3.87,MT,DESMATAMENTO_VEG,15
2025/2026,9,9.04,PA,DESMATAMENTO_VEG,30
2023/2024,6,4.17,AC,DESMATAMENTO_VEG,34
2019/2020,1,3.59,PA,DESMATAMENTO_VEG,26
2019/2020,1,1.18,RO,DESMATAMENTO_VEG,3
2019/2020,1,1.27,RR,DESMATAMENTO_VEG,14
2019/2020,2,1.3,AM,DESMATAMENTO_VEG,8
2024/2025,6,33.14,PA,DESMATAMENTO_VEG,57
2017/2018,5,1.23,AC,DESMATAMENTO_VEG,9
2015/2016,11,1.61,RO,DESMATAMENTO_VEG,13
2023/2024,5,6.5,RO,DESMATAMENTO_VEG,56
2016/2017,10,0.83,MA,DESMATAMENTO_VEG,1
2019/2020,2,0.26,PA,DESMATAMENTO_VEG,3
2019/2020,2,0.15,RO,DESMATAMENTO_VEG,2
2019/2020,3,4.59,AC,DESMATAMENTO_VEG,56
2019/2020,3,0.48,AM,DESMATAMENTO_VEG,3
2024/2025,6,105.51,MT,DESMATAMENTO_VEG,56
2023/2024,5,17.75,PA,DESMATAMENTO_VEG,77
2019/2020,3,0.2,PA,DESMATAMENTO_VEG,2
2015/2016,11,0.08,RR,DESMATAMENTO_VEG,1
2019/2020,3,0.19,RO,DESMATAMENTO_VEG,2
2019/2020,4,1.23,AC,DESMATAMENTO_VEG,14
2019/2020,4,0.12,AM,DESMATAMENTO_VEG,1
2024/2025,11,0.1,AM,DESMATAMENTO_VEG,1
2023/2024,5,70.9,MT,DESMATAMENTO_VEG,99
2016/2017,10,0.63,PA,DESMATAMENTO_VEG,5
2019/2020,4,1.1,MT,DESMATAMENTO_VEG,3
2019/2020,4,5.31,PA,DESMATAMENTO_VEG,12
2019/2020,4,1.19,RO,DESMATAMENTO_VEG,9
2015/2016,12,2.01,AC,DESMATAMENTO_VEG,21
2019/2020,5,1.49,AC,DESMATAMENTO_VEG,19
2023/2024,5,0.34,MA,DESMATAMENTO_VEG,3
2019/2020,5,1.93,AM,DESMATAMENTO_VEG,8
2019/2020,5,0.35,AP,DESMATAMENTO_VEG,3
2019/2020,5,0.24,MA,DESMATAMENTO_VEG,1
2016/2017,10,0.24,RR,DESMATAMENTO_VEG,2
2023/2024,5,0.37,AP,DESMATAMENTO_VEG,1
2019/2020,5,6.12,MT,DESMATAMENTO_VEG,14
2023/2024,5,8.73,AM,DESMATAMENTO_VEG,52
2024/2025,6,0.49,AP,DESMATAMENTO_VEG,2
2019/2020,5,11.58,PA,DESMATAMENTO_VEG,48
2019/2020,5,1.54,RO,DESMATAMENTO_VEG,9
2017/2018,4,8.05,RO,DESMATAMENTO_VEG,20
2023/2024,5,1.92,AC,DESMATAMENTO_VEG,20
2024/2025,6,5.31,AM,DESMATAMENTO_VEG,24
2019/2020,6,4.78,AC,DESMATAMENTO_VEG,46
2019/2020,6,5.11,AM,DESMATAMENTO_VEG,45
2019/2020,6,0.13,AP,DESMATAMENTO_VEG,1
2019/2020,6,0.85,MA,DESMATAMENTO_VEG,6
2019/2020,6,1.09,MT,DESMATAMENTO_VEG,7
2019/2020,6,81.96,PA,DESMATAMENTO_VEG,533
2024/2025,6,3.46,AC,DESMATAMENTO_VEG,19
2023/2024,4,0.14,RO,DESMATAMENTO_VEG,2
2019/2020,6,3.55,RO,DESMATAMENTO_VEG,20
2019/2020,6,0.08,RR,DESMATAMENTO_VEG,1
2019/2020,7,5.47,AC,DESMATAMENTO_VEG,52
2019/2020,7,7.94,AM,DESMATAMENTO_VEG,42
2023/2024,4,0.9,PA,DESMATAMENTO_VEG,8
2019/2020,7,0.2,AP,DESMATAMENTO_VEG,1
2019/2020,7,0.5,MA,DESMATAMENTO_VEG,3
2017/2018,4,17.1,PA,DESMATAMENTO_VEG,45
2019/2020,7,5.54,MT,DESMATAMENTO_VEG,17
2016/2017,11,0.33,MT,DESMATAMENTO_VEG,2
2023/2024,4,1.27,MT,DESMATAMENTO_VEG,10
2019/2020,7,35.26,PA,DESMATAMENTO_VEG,251
2015/2016,12,14.68,MT,DESMATAMENTO_VEG,9
2015/2016,8,0.41,TO,DESMATAMENTO_VEG,1
2015/2016,5,11.44,MT,DESMATAMENTO_VEG,20
2019/2020,7,1.61,RO,DESMATAMENTO_VEG,13
2019/2020,7,0.27,RR,DESMATAMENTO_VEG,3
2017/2018,4,12.15,MT,DESMATAMENTO_VEG,33
2020/2021,8,1.42,AC,DESMATAMENTO_VEG,18
2023/2024,4,0.08,AP,DESMATAMENTO_VEG,1
2020/2021,8,1.63,AM,DESMATAMENTO_VEG,12
2024/2025,5,2.53,RO,DESMATAMENTO_VEG,18
2015/2016,12,2.67,PA,DESMATAMENTO_VEG,9
2020/2021,8,0.07,AP,DESMATAMENTO_VEG,1
2023/2024,4,0.79,AM,DESMATAMENTO_VEG,3
2020/2021,8,0.17,MA,DESMATAMENTO_VEG,1
2017/2018,7,2.49,AC,DESMATAMENTO_VEG,18
2016/2017,11,0.82,RO,DESMATAMENTO_VEG,5
2023/2024,4,0.48,AC,DESMATAMENTO_VEG,6
2020/2021,8,1.21,MT,DESMATAMENTO_VEG,3
2020/2021,8,1.85,PA,DESMATAMENTO_VEG,15
2016/2017,11,1.09,RR,DESMATAMENTO_VEG,4
2020/2021,8,0.42,RO,DESMATAMENTO_VEG,2
2020/2021,8,0.97,RR,DESMATAMENTO_VEG,8
2015/2016,12,0.15,RO,DESMATAMENTO_VEG,1
2020/2021,9,0.14,AC,DESMATAMENTO_VEG,1
2023/2024,3,0.29,RO,DESMATAMENTO_VEG,2
2024/2025,5,5.67,PA,DESMATAMENTO_VEG,25
2020/2021,9,1.37,PA,DESMATAMENTO_VEG,6
2020/2021,9,1.81,RR,DESMATAMENTO_VEG,6
2024/2025,5,476.7,MT,DESMATAMENTO_VEG,128
2023/2024,3,1.6,PA,DESMATAMENTO_VEG,9
2020/2021,10,0.84,RR,DESMATAMENTO_VEG,5
2015/2016,1,5.03,AC,DESMATAMENTO_VEG,51
2020/2021,11,1.3,PA,DESMATAMENTO_VEG,3
2017/2018,4,0.74,MA,DESMATAMENTO_VEG,5
2024/2025,5,0.27,MA,DESMATAMENTO_VEG,1
2016/2017,3,0.21,MT,DESMATAMENTO_VEG,1
2023/2024,3,2.99,MT,DESMATAMENTO_VEG,15
2020/2021,11,1.02,RO,DESMATAMENTO_VEG,3
2025/2026,9,0.12,MT,DESMATAMENTO_VEG,1
2020/2021,11,1.36,RR,DESMATAMENTO_VEG,6
2020/2021,12,0.14,AM,DESMATAMENTO_VEG,1
2017/2018,4,0.12,AP,DESMATAMENTO_VEG,1
2020/2021,12,0.76,PA,DESMATAMENTO_VEG,2
2024/2025,5,2.38,AM,DESMATAMENTO_VEG,19
2023/2024,3,3.77,AM,DESMATAMENTO_VEG,37
2016/2017,4,1.64,MT,DESMATAMENTO_VEG,7
2016/2017,4,1.75,PA,DESMATAMENTO_VEG,4
2025/2026,8,3.75,PA,DESMATAMENTO_VEG,24
2017/2018,4,8.01,AM,DESMATAMENTO_VEG,30
2023/2024,3,1.93,AC,DESMATAMENTO_VEG,20
2016/2017,4,0.64,RO,DESMATAMENTO_VEG,3
2024/2025,5,1.87,AC,DESMATAMENTO_VEG,10
2020/2021,3,0.29,RR,DESMATAMENTO_VEG,1
2020/2021,4,0.08,MT,DESMATAMENTO_VEG,1
2023/2024,2,1.33,RR,DESMATAMENTO_VEG,15
2016/2017,5,2.18,AM,DESMATAMENTO_VEG,3
2020/2021,4,8.62,PA,DESMATAMENTO_VEG,12
2015/2016,1,1.75,AM,DESMATAMENTO_VEG,18
2023/2024,2,0.4,RO,DESMATAMENTO_VEG,3
2024/2025,4,0.12,RR,DESMATAMENTO_VEG,1
2020/2021,5,2.87,AC,DESMATAMENTO_VEG,28
2020/2021,5,3.86,AM,DESMATAMENTO_VEG,26
2015/2016,9,1.68,PA,DESMATAMENTO_VEG,12
2020/2021,5,0.15,AP,DESMATAMENTO_VEG,2
2023/2024,2,1.05,PA,DESMATAMENTO_VEG,10
2020/2021,5,1,MA,DESMATAMENTO_VEG,7
2020/2021,5,6.71,MT,DESMATAMENTO_VEG,16
2024/2025,4,0.3,RO,DESMATAMENTO_VEG,2
2017/2018,4,5.64,AC,DESMATAMENTO_VEG,56
2020/2021,5,33.1,PA,DESMATAMENTO_VEG,145
2016/2017,5,2.64,MT,DESMATAMENTO_VEG,7
2023/2024,2,0.78,MT,DESMATAMENTO_VEG,6
2020/2021,5,1.61,RO,DESMATAMENTO_VEG,10
2020/2021,6,2.43,AC,DESMATAMENTO_VEG,23
2020/2021,6,5.47,AM,DESMATAMENTO_VEG,39
2016/2017,5,2.15,PA,DESMATAMENTO_VEG,9
2020/2021,6,0.21,AP,DESMATAMENTO_VEG,3
2024/2025,4,0.84,PA,DESMATAMENTO_VEG,7
2020/2021,6,4,MT,DESMATAMENTO_VEG,14
2016/2017,5,0.84,RO,DESMATAMENTO_VEG,7
2020/2021,6,14.28,PA,DESMATAMENTO_VEG,54
2023/2024,2,0.55,AP,DESMATAMENTO_VEG,7
2020/2021,6,4.02,RO,DESMATAMENTO_VEG,24
2024/2025,4,0.34,MT,DESMATAMENTO_VEG,1
2017/2018,3,0.09,RR,DESMATAMENTO_VEG,1
2024/2025,11,0.38,PA,DESMATAMENTO_VEG,1
2023/2024,2,3.99,AM,DESMATAMENTO_VEG,45
2020/2021,7,1.83,AC,DESMATAMENTO_VEG,15
2016/2017,6,0.06,AC,DESMATAMENTO_VEG,1
2020/2021,7,1.79,AM,DESMATAMENTO_VEG,14
2015/2016,1,0.18,MT,DESMATAMENTO_VEG,2
2020/2021,7,0.28,MA,DESMATAMENTO_VEG,1
2020/2021,7,0.98,MT,DESMATAMENTO_VEG,3
2016/2017,6,4.98,AM,DESMATAMENTO_VEG,21
2023/2024,1,0.17,RR,DESMATAMENTO_VEG,2
2017/2018,1,21.04,MT,DESMATAMENTO_VEG,5
2020/2021,7,7.92,PA,DESMATAMENTO_VEG,37
2015/2016,9,0.07,AC,DESMATAMENTO_VEG,1
2020/2021,7,0.5,RO,DESMATAMENTO_VEG,4
2017/2018,3,1.51,RO,DESMATAMENTO_VEG,6
2016/2017,6,5.87,MA,DESMATAMENTO_VEG,23
2021/2022,8,0.21,AC,DESMATAMENTO_VEG,2
2016/2017,6,2.13,MT,DESMATAMENTO_VEG,7
2023/2024,1,0.77,PA,DESMATAMENTO_VEG,2
2021/2022,8,3.59,PA,DESMATAMENTO_VEG,12
2021/2022,8,0.21,RO,DESMATAMENTO_VEG,1
2016/2017,6,62.68,PA,DESMATAMENTO_VEG,186
2021/2022,9,0.16,AM,DESMATAMENTO_VEG,2
2024/2025,4,2.51,AM,DESMATAMENTO_VEG,8
2016/2017,6,8.94,RO,DESMATAMENTO_VEG,36
2015/2016,1,3.04,RO,DESMATAMENTO_VEG,22
2016/2017,6,0.17,TO,DESMATAMENTO_VEG,2
2021/2022,9,0.43,PA,DESMATAMENTO_VEG,4
2015/2016,5,1.93,AM,DESMATAMENTO_VEG,15
2021/2022,9,0.09,RO,DESMATAMENTO_VEG,1
2021/2022,9,0.39,RR,DESMATAMENTO_VEG,3
2023/2024,1,0.29,AP,DESMATAMENTO_VEG,3
2024/2025,4,0.57,AC,DESMATAMENTO_VEG,5
2017/2018,3,8.18,PA,DESMATAMENTO_VEG,55
2016/2017,7,1.41,AM,DESMATAMENTO_VEG,7
2023/2024,1,6.3,AM,DESMATAMENTO_VEG,70
2021/2022,10,0.45,AM,DESMATAMENTO_VEG,1
2016/2017,7,0.87,MA,DESMATAMENTO_VEG,5
2015/2016,1,0.12,RR,DESMATAMENTO_VEG,1
2021/2022,10,4.76,PA,DESMATAMENTO_VEG,10
2016/2017,7,2.56,MT,DESMATAMENTO_VEG,13
2021/2022,11,0.35,AC,DESMATAMENTO_VEG,1
2021/2022,11,1.02,PA,DESMATAMENTO_VEG,2
2016/2017,7,36.6,PA,DESMATAMENTO_VEG,114
2015/2016,2,0.47,AC,DESMATAMENTO_VEG,5
2016/2017,7,5.83,RO,DESMATAMENTO_VEG,19
2025/2026,9,1.21,AM,DESMATAMENTO_VEG,5
2024/2025,3,0.24,RO,DESMATAMENTO_VEG,2
2016/2017,7,0.21,TO,DESMATAMENTO_VEG,1
2015/2016,2,0.82,AM,DESMATAMENTO_VEG,5
2021/2022,2,0.46,PA,DESMATAMENTO_VEG,2
2023/2024,12,0.2,PA,DESMATAMENTO_VEG,1
2024/2025,3,0.66,PA,DESMATAMENTO_VEG,3
2021/2022,3,0.23,MT,DESMATAMENTO_VEG,2
2021/2022,3,0.17,PA,DESMATAMENTO_VEG,1
2017/2018,3,9.95,MT,DESMATAMENTO_VEG,20
2021/2022,4,0.63,MT,DESMATAMENTO_VEG,5
2017/2018,8,0.81,PA,DESMATAMENTO_VEG,3
2021/2022,4,4.04,PA,DESMATAMENTO_VEG,14
2021/2022,5,0.35,AC,DESMATAMENTO_VEG,2
2021/2022,5,0.88,AM,DESMATAMENTO_VEG,3
2021/2022,5,4.68,PA,DESMATAMENTO_VEG,8
2021/2022,5,0.28,RO,DESMATAMENTO_VEG,2
2021/2022,6,0.53,AC,DESMATAMENTO_VEG,2
2021/2022,6,1.18,AM,DESMATAMENTO_VEG,12
2015/2016,5,0.57,AC,DESMATAMENTO_VEG,7
2015/2016,2,18.74,MT,DESMATAMENTO_VEG,16
2015/2016,9,0.82,AM,DESMATAMENTO_VEG,6
2021/2022,6,3.43,PA,DESMATAMENTO_VEG,12
2017/2018,3,0.31,MA,DESMATAMENTO_VEG,1
2021/2022,7,0.35,AC,DESMATAMENTO_VEG,2
2023/2024,12,0.18,AM,DESMATAMENTO_VEG,2
2021/2022,7,32.33,AM,DESMATAMENTO_VEG,20
2021/2022,7,0.66,MA,DESMATAMENTO_VEG,3
2015/2016,2,5.49,PA,DESMATAMENTO_VEG,7
2021/2022,7,12.61,MT,DESMATAMENTO_VEG,17
2021/2022,7,21.32,PA,DESMATAMENTO_VEG,83
2021/2022,7,1.61,RO,DESMATAMENTO_VEG,1
2015/2016,2,1.63,RO,DESMATAMENTO_VEG,7
2022/2023,8,0.77,AC,DESMATAMENTO_VEG,4
2022/2023,8,2.16,AM,DESMATAMENTO_VEG,23
2022/2023,8,7.18,MT,DESMATAMENTO_VEG,2
2022/2023,8,1.16,PA,DESMATAMENTO_VEG,7
2022/2023,8,3.95,RR,DESMATAMENTO_VEG,5
2017/2018,3,6.94,AM,DESMATAMENTO_VEG,20
2015/2016,8,0.59,MA,DESMATAMENTO_VEG,6
2022/2023,9,0.06,AM,DESMATAMENTO_VEG,1
2017/2018,10,0.48,AM,DESMATAMENTO_VEG,6
2025/2026,9,0.2,AC,DESMATAMENTO_VEG,2
2022/2023,9,0.07,PA,DESMATAMENTO_VEG,1
2022/2023,9,0.12,RR,DESMATAMENTO_VEG,1
2015/2016,3,0.46,AM,DESMATAMENTO_VEG,5
2024/2025,2,1.95,MA,DESMATAMENTO_VEG,1
2022/2023,10,0.11,MT,DESMATAMENTO_VEG,1
2015/2016,8,1.81,AC,DESMATAMENTO_VEG,16
2017/2018,10,0.11,RR,DESMATAMENTO_VEG,1
2015/2016,4,0.22,TO,DESMATAMENTO_VEG,2
2017/2018,3,6.72,AC,DESMATAMENTO_VEG,39
2022/2023,11,0.14,AC,DESMATAMENTO_VEG,2
2022/2023,11,0.09,AM,DESMATAMENTO_VEG,1
2017/2018,11,2.14,AC,DESMATAMENTO_VEG,22
2015/2016,3,13.25,MT,DESMATAMENTO_VEG,23
2022/2023,11,0.36,RO,DESMATAMENTO_VEG,3
2022/2023,12,0.45,AC,DESMATAMENTO_VEG,3
2017/2018,11,0.44,AM,DESMATAMENTO_VEG,4
2022/2023,12,0.29,AM,DESMATAMENTO_VEG,3
2023/2024,11,0.24,AM,DESMATAMENTO_VEG,2
2015/2016,3,4.13,PA,DESMATAMENTO_VEG,8
2022/2023,12,0.1,RO,DESMATAMENTO_VEG,1
2022/2023,1,0.45,AM,DESMATAMENTO_VEG,5
2022/2023,1,0.11,PA,DESMATAMENTO_VEG,1
2022/2023,1,1.87,RR,DESMATAMENTO_VEG,2
2022/2023,2,0.1,AM,DESMATAMENTO_VEG,1
2022/2023,2,0.42,MT,DESMATAMENTO_VEG,2
2017/2018,11,0.16,PA,DESMATAMENTO_VEG,2
2022/2023,2,0.07,PA,DESMATAMENTO_VEG,1
2017/2018,2,6.07,PA,DESMATAMENTO_VEG,15
2023/2024,10,0.4,RR,DESMATAMENTO_VEG,3
2015/2016,3,1.95,RO,DESMATAMENTO_VEG,14
2022/2023,2,0.1,RR,DESMATAMENTO_VEG,1
2022/2023,3,0.13,AC,DESMATAMENTO_VEG,1
2022/2023,3,3.14,AM,DESMATAMENTO_VEG,21
2022/2023,3,0.24,AP,DESMATAMENTO_VEG,3
2022/2023,3,0.28,MT,DESMATAMENTO_VEG,2
2022/2023,3,6.71,PA,DESMATAMENTO_VEG,9
2017/2018,11,0.28,RR,DESMATAMENTO_VEG,3
2017/2018,2,0.6,MT,DESMATAMENTO_VEG,3
2022/2023,4,1.84,AC,DESMATAMENTO_VEG,17
2022/2023,4,1.7,AM,DESMATAMENTO_VEG,13
2022/2023,4,0.1,AP,DESMATAMENTO_VEG,1
2022/2023,4,0.52,MA,DESMATAMENTO_VEG,4
2017/2018,12,0.7,AC,DESMATAMENTO_VEG,3
2022/2023,4,9.02,MT,DESMATAMENTO_VEG,14
2022/2023,4,5.47,PA,DESMATAMENTO_VEG,30
2022/2023,4,3.05,RO,DESMATAMENTO_VEG,10
2017/2018,12,1.09,AM,DESMATAMENTO_VEG,12
2022/2023,5,1.83,AC,DESMATAMENTO_VEG,13
2017/2018,2,0.19,MA,DESMATAMENTO_VEG,2
2022/2023,5,9.68,AM,DESMATAMENTO_VEG,49
2022/2023,5,0.74,AP,DESMATAMENTO_VEG,5
2022/2023,5,0.75,MA,DESMATAMENTO_VEG,6
2015/2016,4,0.25,AC,DESMATAMENTO_VEG,3
2015/2016,4,5.72,RO,DESMATAMENTO_VEG,27
2023/2024,10,0.36,AP,DESMATAMENTO_VEG,1
2022/2023,5,182.05,MT,DESMATAMENTO_VEG,91
2022/2023,5,50.87,PA,DESMATAMENTO_VEG,203
2022/2023,5,10.13,RO,DESMATAMENTO_VEG,41
2022/2023,6,2.51,AC,DESMATAMENTO_VEG,22
2023/2024,10,0.08,AM,DESMATAMENTO_VEG,1
2017/2018,12,0.13,MT,DESMATAMENTO_VEG,1
2015/2016,4,1.57,AM,DESMATAMENTO_VEG,6
2022/2023,6,4.92,AM,DESMATAMENTO_VEG,41
2015/2016,9,0.15,MT,DESMATAMENTO_VEG,1
2022/2023,6,0.08,AP,DESMATAMENTO_VEG,1
2022/2023,6,14.01,MT,DESMATAMENTO_VEG,26
2017/2018,12,0.45,PA,DESMATAMENTO_VEG,4
2017/2018,1,2.55,RR,DESMATAMENTO_VEG,16
2022/2023,6,127.56,PA,DESMATAMENTO_VEG,401
2023/2024,9,0.3,RR,DESMATAMENTO_VEG,1
2022/2023,6,6.91,RO,DESMATAMENTO_VEG,42
2022/2023,6,2.37,RR,DESMATAMENTO_VEG,3
2022/2023,6,0.3,TO,DESMATAMENTO_VEG,2
2022/2023,7,0.4,AC,DESMATAMENTO_VEG,3
2017/2018,12,1.17,RO,DESMATAMENTO_VEG,6
2022/2023,7,3.74,AM,DESMATAMENTO_VEG,32
2022/2023,7,0.36,AP,DESMATAMENTO_VEG,3
2022/2023,7,0.31,MA,DESMATAMENTO_VEG,3
2022/2023,7,0.34,MT,DESMATAMENTO_VEG,2
2023/2024,9,0.51,PA,DESMATAMENTO_VEG,4
2017/2018,12,0.98,RR,DESMATAMENTO_VEG,2
2022/2023,7,41.37,PA,DESMATAMENTO_VEG,132
2022/2023,7,0.85,RO,DESMATAMENTO_VEG,5
2022/2023,7,0.13,RR,DESMATAMENTO_VEG,1
2017/2018,1,2.14,RO,DESMATAMENTO_VEG,17
2017/2018,1,0.32,AC,DESMATAMENTO_VEG,2
2023/2024,8,0.29,AC,DESMATAMENTO_VEG,3
2015/2016,4,13.63,MT,DESMATAMENTO_VEG,19
2023/2024,8,0.59,AM,DESMATAMENTO_VEG,4
2017/2018,1,0.88,AM,DESMATAMENTO_VEG,6
2023/2024,8,4.23,MT,DESMATAMENTO_VEG,7
2023/2024,8,3.03,PA,DESMATAMENTO_VEG,14
2023/2024,8,0.23,RO,DESMATAMENTO_VEG,2
2025/2026,8,0.61,RO,DESMATAMENTO_VEG,3
2017/2018,1,0.35,PA,DESMATAMENTO_VEG,3
2023/2024,8,0.52,RR,DESMATAMENTO_VEG,4
2025/2026,9,0.57,MA,DESMATAMENTO_VEG,4
2016/2017,11,36.63,RO,DESMATAMENTO_CR,228
2016/2017,9,5.54,RR,DESMATAMENTO_CR,21
2023/2024,9,84.14,AM,DESMATAMENTO_CR,518
2019/2020,8,270.83,RO,DESMATAMENTO_CR,1477
2020/2021,3,160.66,PA,DESMATAMENTO_CR,270
2023/2024,7,45.73,RO,DESMATAMENTO_CR,326
2025/2026,10,0.96,AM,DESMATAMENTO_CR,8
2023/2024,9,18.96,AC,DESMATAMENTO_CR,191
2016/2017,4,2.38,TO,DESMATAMENTO_CR,4
2017/2018,1,33.27,PA,DESMATAMENTO_CR,188
2023/2024,3,3.44,AC,DESMATAMENTO_CR,33
2023/2024,8,1.59,TO,DESMATAMENTO_CR,17
2016/2017,4,16.16,RO,DESMATAMENTO_CR,55
2023/2024,9,2.07,AP,DESMATAMENTO_CR,15
2023/2024,8,16.82,RR,DESMATAMENTO_CR,121
2020/2021,3,81.77,MT,DESMATAMENTO_CR,163
2017/2018,1,50.2,MT,DESMATAMENTO_CR,109
2016/2017,10,34.7,MA,DESMATAMENTO_CR,95
2023/2024,8,43.9,RO,DESMATAMENTO_CR,300
2018/2019,6,146.6,MT,DESMATAMENTO_CR,460
2024/2025,8,8.98,MA,DESMATAMENTO_CR,63
2019/2020,2,1.32,MA,DESMATAMENTO_CR,8
2015/2016,7,190.79,RO,DESMATAMENTO_CR,791
2024/2025,12,21.33,MT,DESMATAMENTO_CR,45
2023/2024,9,15.68,MA,DESMATAMENTO_CR,88
2023/2024,8,199.71,PA,DESMATAMENTO_CR,1233
2020/2021,3,1.2,MA,DESMATAMENTO_CR,4
2025/2026,8,96.13,MT,DESMATAMENTO_CR,273
2015/2016,4,90.44,PA,DESMATAMENTO_CR,154
2017/2018,1,6.33,MA,DESMATAMENTO_CR,32
2020/2021,3,61.41,AM,DESMATAMENTO_CR,100
2015/2016,7,5.18,TO,DESMATAMENTO_CR,20
2023/2024,8,165.17,MT,DESMATAMENTO_CR,447
2019/2020,2,0.06,AP,DESMATAMENTO_CR,1
2018/2019,3,25.23,PA,DESMATAMENTO_CR,83
2020/2021,3,1.71,AC,DESMATAMENTO_CR,11
2020/2021,2,18.08,RR,DESMATAMENTO_CR,90
2023/2024,5,7.81,RR,DESMATAMENTO_CR,41
2023/2024,8,14.75,MA,DESMATAMENTO_CR,84
2023/2024,5,0.98,TO,DESMATAMENTO_CR,8
2019/2020,2,19.31,AM,DESMATAMENTO_CR,87
2024/2025,12,5.43,PA,DESMATAMENTO_CR,33
2023/2024,8,0.56,AP,DESMATAMENTO_CR,4
2017/2018,1,6.65,AM,DESMATAMENTO_CR,30
2020/2021,2,9.54,RO,DESMATAMENTO_CR,44
2023/2024,8,81.09,AM,DESMATAMENTO_CR,483
2024/2025,7,149.63,AM,DESMATAMENTO_CR,688
2016/2017,4,22.33,PA,DESMATAMENTO_CR,45
2020/2021,2,34.3,PA,DESMATAMENTO_CR,144
2015/2016,4,116.07,MT,DESMATAMENTO_CR,344
2023/2024,9,120.88,MT,DESMATAMENTO_CR,383
2023/2024,8,24.16,AC,DESMATAMENTO_CR,258
2016/2017,10,0.96,AP,DESMATAMENTO_CR,5
2017/2018,1,16.83,RO,DESMATAMENTO_CR,104
2022/2023,7,0.46,TO,DESMATAMENTO_CR,5
2017/2018,5,109.28,PA,DESMATAMENTO_CR,278
2022/2023,7,5.32,RR,DESMATAMENTO_CR,35
2020/2021,2,27.12,MT,DESMATAMENTO_CR,80
2018/2019,3,81.15,MT,DESMATAMENTO_CR,219
2022/2023,7,44.42,RO,DESMATAMENTO_CR,300
